30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3.04018,3.01213,3.0181,3.00058,2.97701,2.96914,3.3578,30,7.53023,7.53065,30,30,30,30,30,30,30,30,7.53518,7.55965,30,3.37095,2.9983,2.99502,2.98964,3.01453,3.03429,3.03009,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2.71424,2.69234,2.68054,2.67013,2.6561,2.65367,2.63515,3.02585,30,30,7.22451,7.20637,30,30,30,30,30,30,30,30,7.20834,7.23118,30,30,3.02372,2.64999,2.65229,2.65272,2.65107,2.68911,2.70059,2.69495,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2.35551,2.34039,2.33593,2.31798,2.31189,2.30997,2.29739,2.38403,2.67007,30,30,6.8607,6.86571,30,30,30,30,30,30,30,30,30,6.93267,6.87005,6.88035,30,30,2.66734,2.37629,2.29302,2.31474,2.3125,2.32417,2.34268,2.3531,2.35594,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2.0461,2.05739,2.05331,2.03678,2.02573,2.0056,2.00441,1.98683,1.9947,2.37458,30,30,30,30,6.55712,6.54176,30,30,30,30,30,30,30,30,30,30,6.54118,6.53753,30,30,30,30,2.37754,2.01878,1.99585,1.99641,1.99927,2.01432,2.0294,2.05495,2.07422,2.07247,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.78242,1.76337,1.78464,1.74148,1.71761,1.71082,1.70066,1.70279,1.6905,1.74125,2.08649,2.07942,30,30,30,30,30,6.23769,6.2074,30,30,30,30,30,30,30,30,30,30,6.21696,6.23004,30,30,30,30,30,2.06134,2.08064,1.71529,1.68791,1.70424,1.72245,1.72602,1.73636,1.74086,1.74806,1.76224,1.78765,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.5009,1.47712,1.47486,1.43993,1.43492,1.43383,1.42616,1.42251,1.40365,1.39363,1.36937,1.44127,1.76431,1.7734,1.75526,2.32831,30,30,30,30,30,5.91475,5.90649,5.90038,30,30,30,30,30,30,30,30,30,30,5.90466,5.9101,5.92473,30,30,30,30,30,2.33402,1.76467,1.76418,1.77259,1.46007,1.39003,1.3713,1.39487,1.42095,1.44326,1.41587,1.44697,1.46802,1.46929,1.48084,1.48777,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.23176,1.23355,1.21032,1.20724,1.18028,1.17855,1.15614,1.1351,1.14557,1.13535,1.11312,1.10383,1.11005,1.14199,1.16761,1.5024,1.48563,1.47611,1.4895,1.92513,2.05673,30,30,30,30,30,30,30,5.63189,5.60727,5.74081,30,30,30,30,30,30,30,30,30,30,5.69119,5.61234,5.61708,30,30,30,30,30,30,30,2.04435,1.92236,1.47918,1.47845,1.48598,1.48442,1.21382,1.11629,1.10339,1.10528,1.12589,1.14566,1.13665,1.14981,1.14374,1.16772,1.19011,1.19805,1.20462,1.20837,1.25246,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.29179,1.3304,1.35943,1.37118,1.3903,1.42523,1.43405,1.49276,1.4917,1.53934,1.58437,1.61961,1.64617,1.69359,1.72956,1.76659,1.8319,1.87103,1.426,1.41676,1.39494,1.38392,1.36915,1.36054,1.33668,1.3641,1.33748,1.32312,1.30255,1.30667,1.37557,1.44818,2.51593,2.48807,2.49393,2.50245,2.47997,2.47674,2.45428,2.45743,2.44974,2.44628,2.42351,2.44276,2.42163,2.41361,2.42543,2.44683,2.41939,2.40471,2.40522,2.41821,2.42233,2.42128,2.41875,2.43664,2.43028,2.43837,2.45041,2.45949,2.48958,2.4683,2.46661,2.498,2.50708,2.50982,1.43573,1.38648,1.28374,1.33174,1.32133,1.31649,1.33542,1.3653,1.34827,1.38523,1.37831,1.38296,1.40245,1.42765,1.88013,1.83268,1.78855,1.73365,1.69566,1.66949,1.61112,1.57585,1.55594,1.51941,1.49271,1.45428,1.42131,1.3965,1.38248,1.3598,1.33667,1.31173,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.15106,1.17585,1.1817,1.1882,1.19314,1.22192,1.24755,1.25124,1.28757,1.28234,1.29916,1.32106,1.36003,1.38466,1.38875,1.43845,1.45383,1.49548,1.52173,1.55618,1.5844,1.61544,1.65795,1.71295,1.76023,1.79926,1.86861,1.92879,1.97873,2.0335,2.12125,2.19324,2.26643,2.33767,2.45094,2.55413,2.65671,2.78057,2.9079,3.0854,3.23961,3.43893,3.68738,3.94216,4.22467,4.57254,4.9888,5.46537,5.73028,5.72594,5.7018,5.69603,5.71297,5.67644,5.66923,5.67545,5.67305,5.66829,5.67514,5.66615,5.67164,5.6782,5.67183,5.69281,5.70939,5.72721,5.74034,5.77051,5.31735,4.86562,4.50344,4.17386,3.90181,3.68294,3.46627,3.27945,3.1082,2.97555,2.81591,2.67363,2.57992,2.48515,2.39533,2.30513,2.2173,2.1416,2.08373,2.03186,1.95168,1.90816,1.84616,1.78735,1.76866,1.69959,1.65758,1.63835,1.58864,1.55363,1.53237,1.50512,1.48178,1.45156,1.44539,1.41242,1.38071,1.35951,1.33287,1.31465,1.2848,1.26173,1.26674,1.23198,1.23945,1.22857,1.21025,1.20903,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1.0227,1.05143,1.05869,1.04491,1.05517,1.07417,1.0916,1.08964,1.10712,1.11596,1.13378,1.15232,1.15246,1.16508,1.19799,1.20646,1.22813,1.24179,1.25713,1.27086,1.30118,1.32053,1.36647,1.36831,1.40162,1.41238,1.47314,1.48249,1.51852,1.5703,1.60702,1.61324,1.6813,1.71647,1.77327,1.83542,1.88202,1.93093,1.99907,2.08887,2.13886,2.2434,2.29103,2.40885,2.52896,2.60695,2.76131,2.91399,3.04414,3.22766,3.43592,3.6497,3.91623,4.23917,4.55548,4.98225,5.48984,5.57388,5.58347,5.55655,5.52853,5.54737,5.5409,5.52161,5.52565,5.5261,5.52635,5.52552,5.51273,5.54317,5.52642,5.5551,5.55947,5.57057,5.57821,5.59765,5.61184,5.30028,4.85803,4.51246,4.17544,3.92621,3.7064,3.46462,3.29763,3.11367,2.9895,2.86278,2.7255,2.59583,2.49689,2.43573,2.32375,2.23609,2.18195,2.09663,2.05578,1.99942,1.91353,1.87742,1.85221,1.77776,1.74633,1.67502,1.65889,1.64134,1.60494,1.56039,1.52505,1.48909,1.46738,1.44336,1.42134,1.39581,1.37628,1.37186,1.35547,1.33512,1.31106,1.27103,1.26794,1.269,1.24202,1.22317,1.23352,1.18412,1.18728,1.18787,1.17157,1.14403,1.14788,1.12338,1.13001,1.11317,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
