6.46433,6.3821,6.28822,4.62567,4.56953,4.51408,4.46657,4.41673,4.37904,4.31611,4.27986,4.23139,4.20163,4.15789,4.14837,4.31776,4.49005,4.68472,4.90895,5.33352,5.30926,5.27435,5.24784,5.22155,5.19089,5.16479,5.1401,5.1336,5.12025,5.10986,5.08155,5.05978,5.05815,5.04221,5.03627,4.05784,3.9726,3.95413,3.94337,3.93457,3.94877,3.99184,4.0766,5.02518,5.03254,5.04624,5.05942,5.07481,5.07608,5.08373,5.12361,5.13152,5.1617,5.17497,5.19764,4.71955,4.44456,4.19991,3.99498,3.89996,3.91875,3.95644,3.98938,4.01814,4.05043,4.08459,4.12165,4.15466,4.1927,4.24541,4.29331,5.93469,6.00731,6.08919,6.13815,6.23087,6.30741,6.39941,6.48136,6.58279
6.41575,6.32465,6.24231,4.56942,4.52057,4.46158,4.39795,4.3591,4.31088,4.27127,4.23052,4.1895,4.14215,4.11525,4.15621,4.30699,4.48363,4.66563,4.90153,5.2999,5.26058,5.23826,5.19879,5.18583,5.15382,5.12494,5.1025,5.07824,5.05964,5.04832,5.02897,5.02509,5.01568,4.99432,4.98936,4.02051,3.93728,3.90532,3.8933,3.87569,3.91576,3.94952,4.02554,4.98119,4.98431,5.00858,5.00869,5.02066,5.03378,5.06355,5.07173,5.09352,5.11129,5.12016,5.16024,4.70953,4.44269,4.21719,3.98574,3.85202,3.88546,3.90403,3.93636,3.97053,3.99285,4.03274,4.07294,4.09647,4.1506,4.18845,4.2286,4.27449,5.94291,6.02085,6.09924,6.17046,6.25487,6.33432,6.43421,6.51409
6.35607,6.26287,6.17574,4.51344,4.45261,4.40501,4.36134,4.30607,4.26476,4.2198,4.16175,4.13203,4.09307,4.06128,4.14211,4.30042,4.48662,4.67518,4.89347,5.24329,5.19992,5.18399,5.15186,5.12794,5.1004,5.07021,5.04764,5.0327,5.02155,4.9973,4.98186,4.9736,4.95253,4.95107,4.95021,3.95685,3.89688,3.84454,3.826,3.84085,3.8538,3.88853,3.9694,4.93007,4.93296,4.95796,4.95992,4.97461,4.98253,5.00727,5.02217,5.03904,5.04147,5.07266,5.10425,4.7207,4.4505,4.20876,3.99451,3.81511,3.82655,3.85591,3.89137,3.92177,3.95716,3.97872,4.02478,4.04515,4.0831,4.12917,4.18147,4.22501,5.87927,5.95191,6.03372,6.10893,6.18567,6.27572,6.36316,6.45066
6.24649,6.17653,4.48855,4.42676,4.38565,4.33273,4.26939,4.21915,4.17399,4.14079,4.09544,4.06794,4.03058,3.9947,4.14421,4.30125,4.48681,4.6873,4.89573,5.17304,5.13839,5.10123,5.07672,5.05013,5.02384,5.00031,4.98557,4.96962,4.94811,4.93419,4.92149,4.90867,4.88726,4.88531,4.87472,3.87671,3.81614,3.78302,3.78294,3.77771,3.78399,3.82978,3.89747,4.87527,4.87527,4.89314,4.89481,4.90119,4.92869,4.93674,4.94285,4.9658,4.982,5.0166,5.02971,5.05957,4.46113,4.21603,3.98515,3.80685,3.75418,3.77513,3.8094,3.84046,3.87527,3.90858,3.9485,3.9782,4.02809,4.06227,4.09904,4.14424,4.18348,5.87532,5.9387,6.02417,6.11088,6.19077,6.28687,6.37443
6.18286,5.55779,4.41234,4.3494,4.30339,4.24803,4.1943,4.15148,4.11636,4.07031,4.02279,3.98664,3.96021,3.9891,4.14598,4.31218,4.49566,4.68061,5.1326,5.10179,5.0702,5.02965,5.01758,4.98453,4.9589,4.93935,4.92182,4.8942,4.87381,4.86295,4.85925,4.84098,4.83691,4.82348,4.81706,3.80915,3.76312,3.71865,3.71607,3.70263,3.73005,3.76646,3.82872,4.80435,4.8085,4.828,4.82082,4.84007,4.86556,4.86153,4.887,4.90307,4.92765,4.94257,4.96765,4.99158,4.44109,4.20146,3.99313,3.81212,3.69897,3.70472,3.7384,3.77449,3.81216,3.83916,3.87446,3.90454,3.94083,3.97795,4.02017,4.06576,4.11656,5.79381,5.8714,5.94207,6.02756,6.1182,6.19285,6.28253
6.10064,4.38543,4.32808,4.2788,4.21435,4.17813,4.13106,4.07497,4.03954,3.99958,3.96033,3.91452,3.87787,3.99801,4.15013,4.31794,4.48207,4.68474,5.0805,5.0495,5.01189,4.97938,4.95022,4.92403,4.90234,4.88569,4.85212,4.83796,4.81435,4.8136,4.79795,4.77205,4.76461,4.75573,3.90662,3.75616,3.69009,3.66534,3.6369,3.64753,3.66105,3.69443,3.7531,4.74606,4.74876,4.76164,4.76022,4.76975,4.78273,4.79159,4.81928,4.83253,4.85549,4.87714,4.9114,4.92736,4.4429,4.20377,3.99432,3.80487,3.62583,3.64884,3.66744,3.7047,3.73828,3.77386,3.79388,3.83472,3.87153,3.90472,3.94627,3.98983,4.04619,4.09039,5.79209,5.86075,5.93326,6.03144,6.11187,6.21775
4.34908,4.30056,4.23844,4.17326,4.13707,4.07801,4.03763,3.98839,3.93269,3.90355,3.86417,3.82722,3.85821,4.00492,4.15223,4.31636,4.49573,4.69152,4.98509,4.9505,4.91538,4.88886,4.86975,4.84245,4.81742,4.8048,4.77703,4.75495,4.73258,4.73205,4.7058,4.69939,4.69039,4.67498,3.77761,3.66254,3.61278,3.57671,3.56189,3.56574,3.57601,3.621,3.67845,4.65625,4.66623,4.68611,4.68557,4.70892,4.70395,4.72108,4.75017,4.7754,4.77583,4.7931,4.81186,4.83755,4.44122,4.1979,3.99721,3.78871,3.64135,3.5665,3.58708,3.6218,3.64549,3.67847,3.71538,3.75361,3.77216,3.81988,3.85772,3.9059,3.94942,3.9963,5.69621,5.77024,5.85543,5.92394,6.01429,6.10823
4.24006,4.17648,4.11876,4.07396,4.02669,3.97455,3.91853,3.87488,3.83463,3.78874,3.75761,3.74138,3.8575,4.00635,4.14006,4.31907,4.4965,4.91468,4.88308,4.85239,4.83252,4.79006,4.76948,4.74743,4.72304,4.7097,4.69062,4.66868,4.65411,4.63564,4.6193,4.61207,4.59454,4.58911,3.66788,3.56382,3.54018,3.48478,3.48376,3.47429,3.50481,3.52428,3.59219,3.73096,4.58409,4.58003,4.6082,4.60277,4.62325,4.64145,4.65121,4.65891,4.69746,4.70134,4.73016,4.75364,4.77363,4.1986,3.9898,3.7951,3.62367,3.48632,3.4915,3.52983,3.54723,3.58853,3.60907,3.64665,3.67994,3.7236,3.75716,3.79227,3.8493,3.88584,3.93386,5.65968,5.73633,5.81561,5.88711,5.98303
4.17212,4.12776,4.06512,4.01681,3.96085,3.91393,3.87407,3.8344,3.78713,3.74994,3.71392,3.73959,3.86497,4.0028,4.15007,4.31285,4.49719,4.87731,4.84011,4.80585,4.78803,4.7492,4.72325,4.69514,4.68292,4.66745,4.63688,4.62259,4.6064,4.5939,4.57625,4.55676,4.55879,4.55294,3.6187,3.51375,3.4798,3.44352,3.43628,3.43265,3.45702,3.47237,3.54222,3.66692,4.52809,4.55813,4.55037,4.56637,4.57655,4.60829,4.59923,4.6334,4.63864,4.66221,4.69366,4.7028,4.72651,4.19419,3.98343,3.80088,3.61937,3.46548,3.43697,3.4621,3.50153,3.53406,3.55947,3.59863,3.62268,3.6695,3.70943,3.73659,3.78106,3.83924,3.88216,5.60537,5.68407,5.76618,5.84166,5.92294
4.12192,4.06818,4.00376,3.96813,3.90738,3.87275,3.81634,3.78089,3.7342,3.69712,3.66877,3.73516,3.85967,4.01164,4.15884,4.31729,4.4943,4.82843,4.80802,4.75764,4.73235,4.70813,4.68435,4.66238,4.64074,4.60265,4.60109,4.56622,4.56565,4.5436,4.52905,4.50986,4.51038,4.50005,3.5584,3.47777,3.43042,3.40179,3.38699,3.40197,3.40166,3.44226,3.49796,3.6165,4.49534,4.51158,4.50747,4.5326,4.53086,4.5505,4.56385,4.58254,4.6025,4.62605,4.64587,4.68077,4.68483,4.19438,3.98025,3.80337,3.61597,3.46132,3.3962,3.43101,3.45413,3.48299,3.50959,3.54178,3.58136,3.61776,3.6527,3.68659,3.72952,3.78073,3.8344,3.88295,5.62788,5.70765,5.78852,5.86251
4.05596,4.00245,3.94399,3.89484,3.84455,3.79549,3.76477,3.71682,3.66895,3.63648,3.61656,3.73158,3.86491,4.00256,4.15682,4.33266,4.59285,4.78805,4.7447,4.70443,4.67501,4.64003,4.63435,4.60726,4.57921,4.55792,4.53151,4.51453,4.50077,4.48862,4.47221,4.46503,4.4648,4.44104,3.48825,3.4205,3.36459,3.34487,3.3378,3.35062,3.35228,3.36986,3.4393,3.54574,4.43936,4.45754,4.46306,4.47117,4.48127,4.50058,4.50267,4.53043,4.53152,4.563,4.58651,4.59611,4.64209,4.18806,3.97853,3.79797,3.61848,3.47815,3.33715,3.38014,3.38621,3.42348,3.46044,3.48731,3.5115,3.55509,3.58407,3.63274,3.66949,3.70798,3.75316,3.81203,5.55424,5.62228,5.72482,5.7948
3.99883,3.93758,3.88664,3.83218,3.80532,3.74178,3.69983,3.6582,3.61902,3.58657,3.62792,3.74052,3.87264,4.00969,4.15389,4.32375,4.75497,4.72447,4.69065,4.65795,4.63067,4.60695,4.58703,4.55171,4.52342,4.50708,4.4859,4.4737,4.46303,4.44236,4.43371,4.42308,4.41332,4.40405,3.43945,3.36454,3.32217,3.29852,3.28609,3.30449,3.31145,3.33297,3.38803,3.49983,4.39446,4.40664,4.40876,4.42285,4.42943,4.43882,4.45889,4.47728,4.49224,4.52263,4.52915,4.55997,4.5752,4.19028,3.98546,3.78951,3.62455,3.47016,3.31909,3.3216,3.34291,3.37714,3.40451,3.43682,3.46873,3.50082,3.539,3.57125,3.6089,3.66121,3.70446,3.75496,4.3676,5.57718,5.66618,5.74173
