5.93558,5.83924,5.77579,5.6878,5.6216,5.56476,5.49684,5.4328,5.3672,5.32274,5.25657,5.21013,5.16131,5.12918,5.08153,5.03262,4.99997,4.96207,4.93782,4.89904,4.87959,4.84443,4.80935,4.78989,4.7735,4.75153,4.7273,4.71689,4.69164,4.6746,4.66616,4.6529,4.64042,4.63386,4.62647,3.64871,3.59619,3.55215,3.53134,3.52189,3.54176,3.56106,3.60045,3.68143,4.62235,4.63944,4.6435,4.65837,4.67474,4.68667,4.70067,4.73053,4.74724,4.76883,4.787,4.79838,4.82089,4.86163,4.89511,4.90576,4.95804,4.98218,5.01902,5.05642,5.09816,5.1469,5.20205,5.23699,5.29567,5.34566,5.40548,5.46547,5.51834,5.57848,5.66915,5.73503,5.80007,5.88105,5.96593,6.064
5.84748,5.76857,5.67671,5.60898,5.54745,5.48454,5.42027,5.35568,5.30343,5.24439,5.20001,5.14423,5.09598,5.05566,5.01795,4.96136,4.92437,4.89449,4.8682,4.83032,4.80063,4.77247,4.75515,4.72144,4.69283,4.6785,4.6658,4.649,4.62347,4.61918,4.5953,4.58617,4.58729,4.56146,4.55251,3.57242,3.51827,3.48059,3.45359,3.46291,3.46893,3.49102,3.53924,3.61904,4.56297,4.57963,4.58992,4.59865,4.60677,4.62359,4.63693,4.64881,4.67742,4.69469,4.72613,4.73789,4.7699,4.78898,4.82572,4.85891,4.89136,4.90751,4.95916,4.99228,5.04267,5.0756,5.12561,5.17654,5.2268,5.27252,5.33591,5.38603,5.4597,5.51054,5.5874,5.65463,5.75058,5.81373,5.8854,5.98508
5.75494,5.67545,5.59698,5.52169,5.4613,5.39957,5.33372,5.27104,5.23113,5.16368,5.11655,5.06566,5.01455,4.98068,4.93297,4.89547,4.86031,4.8216,4.78574,4.75744,4.74026,4.70828,4.67742,4.6515,4.62399,4.61717,4.59111,4.57953,4.56238,4.5372,4.52463,4.51193,4.50614,4.50121,3.65835,3.51223,3.44965,3.413,3.3964,3.39116,3.40826,3.43202,3.4753,3.55723,4.48955,4.5072,4.51748,4.52736,4.5354,4.55457,4.56725,4.59769,4.60019,4.62844,4.6487,4.6725,4.69158,4.71897,4.75297,4.78411,4.81039,4.84938,4.87893,4.915,4.9636,4.99936,5.0435,5.0898,5.14301,5.19749,5.24827,5.31197,5.37251,5.43716,5.50961,5.57925,5.64702,5.71817,5.81471,5.89788
5.67857,5.59494,5.52562,5.45419,5.38485,5.33247,5.25089,5.20458,5.14741,5.09456,5.04717,4.98982,4.93951,4.91215,4.86774,4.82688,4.79269,4.75778,4.72728,4.69681,4.66336,4.64148,4.61642,4.59057,4.56096,4.55477,4.53088,4.51882,4.49058,4.48663,4.46267,4.45431,4.44401,4.45299,3.56907,3.44121,3.38715,3.35206,3.33385,3.32738,3.33922,3.36388,3.40574,3.4864,4.44036,4.45158,4.45957,4.47246,4.48429,4.4957,4.51136,4.52967,4.55056,4.56506,4.5886,4.61296,4.63045,4.66,4.68024,4.72158,4.74992,4.78336,4.81536,4.85894,4.88793,4.92834,4.98652,5.03017,5.08221,5.12677,5.18472,5.23853,5.30082,5.36121,5.4421,5.49911,5.58142,5.64528,5.72304,5.81142
5.60282,5.52763,5.45006,5.38186,5.31243,5.25234,5.19239,5.13965,5.06599,5.0357,4.97312,4.93383,4.89001,4.84976,4.81418,4.77106,4.72875,4.68744,4.65202,4.6393,4.60524,4.58204,4.55264,4.53262,4.50831,4.48378,4.46601,4.45905,4.44411,4.41891,4.42001,4.39579,4.38866,4.37805,3.48806,3.36563,3.32796,3.28791,3.2808,3.28042,3.27874,3.31295,3.35115,3.40919,4.38908,4.39213,4.39806,4.40853,4.42846,4.43716,4.44733,4.47207,4.48529,4.51193,4.52631,4.54506,4.57292,4.58888,4.61813,4.6539,4.67771,4.71716,4.76541,4.7855,4.82731,4.87012,4.92098,4.96495,5.01274,5.06289,5.10713,5.17064,5.22492,5.29277,5.35862,5.42402,5.50221,5.57383,5.6592,5.73205
5.49117,5.40459,5.33904,5.27755,5.19401,5.13085,5.08835,5.0187,4.97283,4.91984,4.88164,4.8221,4.78302,4.73498,4.70702,4.66187,4.63572,4.60377,4.56834,4.54074,4.51612,4.47872,4.45271,4.43974,4.40879,4.39794,4.37336,4.36392,4.33956,4.32658,4.31684,4.30997,4.28581,4.28699,3.36404,3.28088,3.22743,3.21146,3.18762,3.17722,3.19944,3.22019,3.25201,3.32696,4.29107,4.29523,4.31566,4.32234,4.33576,4.35078,4.35784,4.36644,4.38734,4.40722,4.43172,4.44361,4.48084,4.51049,4.53167,4.5551,4.58791,4.61814,4.6613,4.70547,4.72945,4.77033,4.81878,4.85904,4.90531,4.96358,5.00927,5.06476,5.12528,5.18614,5.25511,5.31758,5.39203,5.45872,5.5347,5.6224
5.38582,5.29908,5.22807,5.15619,5.09327,5.04116,4.97912,4.92753,4.86851,4.82972,4.78632,4.71642,4.69158,4.6467,4.61073,4.57676,4.54574,4.50514,4.47929,4.45738,4.4242,4.40316,4.37361,4.3575,4.32625,4.30298,4.28274,4.27847,4.26042,4.24278,4.24248,4.22445,4.2086,4.20509,3.27262,3.18787,3.13869,3.1083,3.09186,3.09304,3.10926,3.12965,3.16963,3.22638,4.19941,4.21712,4.22473,4.22481,4.23497,4.25744,4.26471,4.28652,4.30013,4.33046,4.32869,4.37031,4.38689,4.40178,4.43253,4.47176,4.48512,4.529,4.56196,4.5967,4.63066,4.67075,4.7181,4.75882,4.80216,4.84484,4.90578,4.95569,5.01321,5.08559,5.14813,5.20525,5.27726,5.34922,5.41667,5.5063
5.21519,5.14772,5.0842,5.0121,4.95297,4.89581,4.83417,4.77673,4.72825,4.67413,4.64133,4.59113,4.5523,4.5049,4.47048,4.44925,4.40306,4.36583,4.35188,4.32011,4.29863,4.25571,4.23754,4.2239,4.19849,4.1695,4.16241,4.13993,4.14649,4.11441,4.11232,4.09446,4.09347,4.08046,3.11942,3.0493,3.02031,2.99136,2.97309,2.97594,2.98761,2.99505,3.03214,3.09474,3.21954,4.08576,4.09304,4.09344,4.11635,4.13492,4.14162,4.1566,4.17342,4.19168,4.20829,4.22439,4.24919,4.2809,4.30301,4.33316,4.35923,4.39479,4.43292,4.46274,4.4861,4.54365,4.57511,4.62473,4.66268,4.7125,4.75989,4.80574,4.86878,4.92782,4.98378,5.05892,5.12203,5.18663,5.26908,5.34461
5.13624,5.07522,5.00356,4.93515,4.87856,4.82051,4.75852,4.70826,4.65412,4.61867,4.5584,4.51511,4.48451,4.44606,4.40691,4.37588,4.33958,4.3134,4.27657,4.25105,4.21897,4.19809,4.17163,4.15067,4.1395,4.11012,4.09908,4.08225,4.06662,4.05337,4.05335,4.03069,4.03018,4.02096,3.04855,2.97449,2.94546,2.93126,2.92103,2.91059,2.9181,2.93471,2.97921,3.02622,3.13958,4.022,4.03538,4.05059,4.04909,4.07319,4.07852,4.09001,4.10557,4.13088,4.14958,4.17328,4.18471,4.22058,4.22415,4.26003,4.28983,4.32382,4.36877,4.39231,4.42413,4.45135,4.50201,4.54702,4.59302,4.64584,4.69786,4.74326,4.79186,4.85913,4.921,4.97413,5.0366,5.11619,5.18739,5.24979
5.06386,5.00417,4.93067,4.86354,4.80623,4.75961,4.70423,4.65015,4.59733,4.54472,4.50577,4.45818,4.41921,4.38237,4.34092,4.30518,4.26358,4.24305,4.2276,4.19347,4.16984,4.1421,4.12305,4.10703,4.08294,4.07023,4.04692,4.03571,4.02005,4.00507,3.9882,3.98475,3.97451,3.96599,2.98614,2.92239,2.89418,2.86613,2.85708,2.85846,2.86695,2.88097,2.91899,2.95895,3.0694,3.97789,3.97451,3.98759,3.99598,4.00907,4.03323,4.03578,4.05663,4.07457,4.09355,4.10872,4.13423,4.15564,4.19159,4.20794,4.23334,4.275,4.30478,4.32991,4.38584,4.40171,4.4501,4.4924,4.54394,4.59077,4.62845,4.6803,4.73189,4.78631,4.84677,4.91046,4.97326,5.037,5.12471,5.19069
